Disease,County,Year,MALE,FEMALE
Amebiasis,SAN FRANCISCO,2005,110,8
Amebiasis,SAN FRANCISCO,2006,105,11
Amebiasis,SAN FRANCISCO,2007,90,3
Amebiasis,SAN FRANCISCO,2008,110,10
Amebiasis,SAN FRANCISCO,2009,87,7
Amebiasis,SAN FRANCISCO,2010,94,12
Amebiasis,SAN FRANCISCO,2011,76,5
Amebiasis,SAN FRANCISCO,2012,51,4
Amebiasis,SAN FRANCISCO,2013,14,1
Amebiasis,SAN FRANCISCO,2014,9,0
Amebiasis,SAN FRANCISCO,2015,49,4
Amebiasis,SAN FRANCISCO,2016,39,5
Amebiasis,SAN FRANCISCO,2017,0,0
Amebiasis,SAN FRANCISCO,2018,0,0
Amebiasis,SAN JOAQUIN,2001,0,1
Amebiasis,SAN JOAQUIN,2002,1,0
Amebiasis,SAN JOAQUIN,2003,2,1
Amebiasis,SAN JOAQUIN,2004,1,0
Amebiasis,SAN JOAQUIN,2005,1,2
Amebiasis,SAN JOAQUIN,2006,5,2
Amebiasis,SAN JOAQUIN,2007,3,5
Amebiasis,SAN JOAQUIN,2008,2,4
Amebiasis,SAN JOAQUIN,2009,4,2
Amebiasis,SAN JOAQUIN,2010,7,1
Amebiasis,SAN JOAQUIN,2011,5,4
Amebiasis,SAN JOAQUIN,2012,6,4
Amebiasis,SAN JOAQUIN,2013,2,1
Amebiasis,SAN JOAQUIN,2014,1,0
Amebiasis,SAN JOAQUIN,2015,1,0
Amebiasis,SAN JOAQUIN,2016,1,0
Amebiasis,SAN JOAQUIN,2017,0,0
Amebiasis,SAN JOAQUIN,2018,0,0
Amebiasis,SAN LUIS OBISPO,2001,1,1
Amebiasis,SAN LUIS OBISPO,2002,0,0
Amebiasis,SAN LUIS OBISPO,2003,1,1
Amebiasis,SAN LUIS OBISPO,2004,0,0
Amebiasis,SAN LUIS OBISPO,2005,1,0
Amebiasis,SAN LUIS OBISPO,2006,1,0
Amebiasis,SAN LUIS OBISPO,2007,0,0
Amebiasis,SAN LUIS OBISPO,2008,0,1
Amebiasis,SAN LUIS OBISPO,2009,0,0
Amebiasis,SAN LUIS OBISPO,2010,0,0
Amebiasis,SAN LUIS OBISPO,2011,0,0
Amebiasis,SAN LUIS OBISPO,2012,0,0
Amebiasis,SAN LUIS OBISPO,2013,0,0
Amebiasis,SAN LUIS OBISPO,2014,0,0
Amebiasis,SAN LUIS OBISPO,2015,0,0
Amebiasis,SAN LUIS OBISPO,2016,0,0
Amebiasis,SAN LUIS OBISPO,2017,0,0
Amebiasis,SAN LUIS OBISPO,2018,1,0
Amebiasis,SAN MATEO,2001,9,5
Amebiasis,SAN MATEO,2002,14,8
Amebiasis,SAN MATEO,2003,11,6
Amebiasis,SAN MATEO,2004,1,0
Amebiasis,SAN MATEO,2005,7,2
Amebiasis,SAN MATEO,2006,6,1
Amebiasis,SAN MATEO,2007,3,4
Amebiasis,SAN MATEO,2008,5,1
Amebiasis,SAN MATEO,2009,5,0
Amebiasis,SAN MATEO,2010,5,1
Amebiasis,SAN MATEO,2011,5,3
Amebiasis,SAN MATEO,2012,4,1
Amebiasis,SAN MATEO,2013,5,3
Amebiasis,SAN MATEO,2014,3,3
Amebiasis,SAN MATEO,2015,4,0
Amebiasis,SAN MATEO,2016,3,2
Amebiasis,SAN MATEO,2017,3,5
Amebiasis,SAN MATEO,2018,5,2
Amebiasis,SANTA BARBARA,2001,11,12
Amebiasis,SANTA BARBARA,2002,3,2
Amebiasis,SANTA BARBARA,2003,0,2
Amebiasis,SANTA BARBARA,2004,8,7
Amebiasis,SANTA BARBARA,2005,2,1
Amebiasis,SANTA BARBARA,2006,0,4
Amebiasis,SANTA BARBARA,2007,2,2
Amebiasis,SANTA BARBARA,2008,3,3
Amebiasis,SANTA BARBARA,2009,2,2
Amebiasis,SANTA BARBARA,2010,2,0
Amebiasis,SANTA BARBARA,2011,1,1
Amebiasis,SANTA BARBARA,2012,0,1
Amebiasis,SANTA BARBARA,2013,0,1
Amebiasis,SANTA BARBARA,2014,1,2
Amebiasis,SANTA BARBARA,2015,3,0
Amebiasis,SANTA BARBARA,2016,0,1
Amebiasis,SANTA BARBARA,2017,3,0
Amebiasis,SANTA BARBARA,2018,0,0
Amebiasis,SANTA CLARA,2001,27,17
Amebiasis,SANTA CLARA,2002,14,17
Amebiasis,SANTA CLARA,2003,17,14
Amebiasis,SANTA CLARA,2004,16,10
Amebiasis,SANTA CLARA,2005,7,8
Amebiasis,SANTA CLARA,2006,14,7
Amebiasis,SANTA CLARA,2007,8,8
Amebiasis,SANTA CLARA,2008,18,3
Amebiasis,SANTA CLARA,2009,5,5
Amebiasis,SANTA CLARA,2010,8,3
Amebiasis,SANTA CLARA,2011,7,12
Amebiasis,SANTA CLARA,2012,13,6
Amebiasis,SANTA CLARA,2013,8,2
Amebiasis,SANTA CLARA,2014,10,5
Amebiasis,SANTA CLARA,2015,4,1
Amebiasis,SANTA CLARA,2016,1,4
Amebiasis,SANTA CLARA,2017,2,0
Amebiasis,SANTA CLARA,2018,3,3
Amebiasis,SANTA CRUZ,2001,0,0
Amebiasis,SANTA CRUZ,2002,0,0
Amebiasis,SANTA CRUZ,2003,0,0
Amebiasis,SANTA CRUZ,2004,0,0
Amebiasis,SANTA CRUZ,2005,0,0
Amebiasis,SANTA CRUZ,2006,0,0
Amebiasis,SANTA CRUZ,2007,0,0
Amebiasis,SANTA CRUZ,2008,0,0
Amebiasis,SANTA CRUZ,2009,0,0
Amebiasis,SANTA CRUZ,2010,0,1
Amebiasis,SANTA CRUZ,2011,0,1
Amebiasis,SANTA CRUZ,2012,0,0
Amebiasis,SANTA CRUZ,2013,1,3
Amebiasis,SANTA CRUZ,2014,0,0
Amebiasis,SANTA CRUZ,2015,2,2
Amebiasis,SANTA CRUZ,2016,4,1
Amebiasis,SANTA CRUZ,2017,2,3
Amebiasis,SANTA CRUZ,2018,3,3
Amebiasis,SHASTA,2001,1,0
Amebiasis,SHASTA,2002,0,0
Amebiasis,SHASTA,2003,0,0
Amebiasis,SHASTA,2004,0,0
Amebiasis,SHASTA,2005,1,0
Amebiasis,SHASTA,2006,0,0
Amebiasis,SHASTA,2007,0,0
Amebiasis,SHASTA,2008,0,0
Amebiasis,SHASTA,2009,0,0
Amebiasis,SHASTA,2010,0,0
Amebiasis,SHASTA,2011,0,0
Amebiasis,SHASTA,2012,0,0
Amebiasis,SHASTA,2013,0,0
Amebiasis,SHASTA,2014,0,0
Amebiasis,SHASTA,2015,0,0
Amebiasis,SHASTA,2016,0,0
Amebiasis,SHASTA,2017,0,0
Amebiasis,SHASTA,2018,1,0
Amebiasis,SIERRA,2001,0,0
Amebiasis,SIERRA,2002,0,0
Amebiasis,SIERRA,2003,0,0
Amebiasis,SIERRA,2004,0,0
Amebiasis,SIERRA,2005,0,0
Amebiasis,SIERRA,2006,0,0
Amebiasis,SIERRA,2007,0,0
Amebiasis,SIERRA,2008,0,0
Amebiasis,SIERRA,2009,0,0
Amebiasis,SIERRA,2010,0,0
Amebiasis,SIERRA,2011,0,0
Amebiasis,SIERRA,2012,0,0
Amebiasis,SIERRA,2013,0,0
Amebiasis,SIERRA,2014,0,0
Amebiasis,SIERRA,2015,0,0
Amebiasis,SIERRA,2016,0,0
Amebiasis,SIERRA,2017,0,0
Amebiasis,SIERRA,2018,0,0
Amebiasis,SISKIYOU,2001,0,0
Amebiasis,SISKIYOU,2002,0,0
Amebiasis,SISKIYOU,2003,0,0
Amebiasis,SISKIYOU,2004,,
Amebiasis,SISKIYOU,2005,0,0
Amebiasis,SISKIYOU,2006,0,0
Amebiasis,SISKIYOU,2007,0,0
Amebiasis,SISKIYOU,2008,0,0
Amebiasis,SISKIYOU,2009,0,0
Amebiasis,SISKIYOU,2010,0,0
Amebiasis,SISKIYOU,2011,0,0
Amebiasis,SISKIYOU,2012,0,0
Amebiasis,SISKIYOU,2013,0,0
Amebiasis,SISKIYOU,2014,0,0
Amebiasis,SISKIYOU,2015,0,0
Amebiasis,SISKIYOU,2016,0,0
Amebiasis,SISKIYOU,2017,0,0
Amebiasis,SISKIYOU,2018,0,0
Amebiasis,SOLANO,2001,1,1
Amebiasis,SOLANO,2002,0,0
Amebiasis,SOLANO,2003,0,0
Amebiasis,SOLANO,2004,1,0
Amebiasis,SOLANO,2005,0,0
Amebiasis,SOLANO,2006,0,0
Amebiasis,SOLANO,2007,0,0
Amebiasis,SOLANO,2008,0,0
Amebiasis,SOLANO,2009,1,0
Amebiasis,SOLANO,2010,1,0
Amebiasis,SOLANO,2011,1,0
Amebiasis,SOLANO,2012,4,1
Amebiasis,SOLANO,2013,1,0
Amebiasis,SOLANO,2014,3,0
Amebiasis,SOLANO,2015,3,2
Amebiasis,SOLANO,2016,1,1
Amebiasis,SOLANO,2017,3,1
Amebiasis,SOLANO,2018,4,3
Amebiasis,SONOMA,2001,1,3
Amebiasis,SONOMA,2002,0,1
Amebiasis,SONOMA,2003,3,0
Amebiasis,SONOMA,2004,1,1
Amebiasis,SONOMA,2005,1,2
Amebiasis,SONOMA,2006,2,3
Amebiasis,SONOMA,2007,0,3
Amebiasis,SONOMA,2008,0,2
Amebiasis,SONOMA,2009,1,0
Amebiasis,SONOMA,2010,0,0
Amebiasis,SONOMA,2011,2,4
Amebiasis,SONOMA,2012,0,0
Amebiasis,SONOMA,2013,3,1
Amebiasis,SONOMA,2014,3,0
Amebiasis,SONOMA,2015,3,0
Amebiasis,SONOMA,2016,7,2
Amebiasis,SONOMA,2017,4,5
Amebiasis,SONOMA,2018,2,4
Amebiasis,STANISLAUS,2001,4,1
Amebiasis,STANISLAUS,2002,2,3
Amebiasis,STANISLAUS,2003,0,1
Amebiasis,STANISLAUS,2004,1,0
Amebiasis,STANISLAUS,2005,0,2
Amebiasis,STANISLAUS,2006,0,0
Amebiasis,STANISLAUS,2007,0,0
Amebiasis,STANISLAUS,2008,0,0
Amebiasis,STANISLAUS,2009,3,4
Amebiasis,STANISLAUS,2010,0,0
Amebiasis,STANISLAUS,2011,1,4
Amebiasis,STANISLAUS,2012,3,2
Amebiasis,STANISLAUS,2013,2,0
Amebiasis,STANISLAUS,2014,2,0
Amebiasis,STANISLAUS,2015,1,2
Amebiasis,STANISLAUS,2016,0,3
Amebiasis,STANISLAUS,2017,8,5
Amebiasis,STANISLAUS,2018,8,3
Amebiasis,SUTTER,2001,,
Amebiasis,SUTTER,2002,,
Amebiasis,SUTTER,2003,,
Amebiasis,SUTTER,2004,,
Amebiasis,SUTTER,2005,0,0
Amebiasis,SUTTER,2006,,
Amebiasis,SUTTER,2007,0,0
Amebiasis,SUTTER,2008,0,0
Amebiasis,SUTTER,2009,0,0
Amebiasis,SUTTER,2010,0,0
Amebiasis,SUTTER,2011,0,0
Amebiasis,SUTTER,2012,0,0
Amebiasis,SUTTER,2013,0,0
Amebiasis,SUTTER,2014,0,0
Amebiasis,SUTTER,2015,0,0
Amebiasis,SUTTER,2016,,
Amebiasis,SUTTER,2017,,
Amebiasis,SUTTER,2018,,
Amebiasis,TEHAMA,2001,0,0
Amebiasis,TEHAMA,2002,0,0
Amebiasis,TEHAMA,2003,,
Amebiasis,TEHAMA,2004,,
Amebiasis,TEHAMA,2005,0,0
Amebiasis,TEHAMA,2006,0,0
Amebiasis,TEHAMA,2007,0,0
Amebiasis,TEHAMA,2008,,
Amebiasis,TEHAMA,2009,0,0
Amebiasis,TEHAMA,2010,0,0
Amebiasis,TEHAMA,2011,0,0
Amebiasis,TEHAMA,2012,0,0
Amebiasis,TEHAMA,2013,0,0
Amebiasis,TEHAMA,2014,0,0
Amebiasis,TEHAMA,2015,0,0
Amebiasis,TEHAMA,2016,0,0
Amebiasis,TEHAMA,2017,,
Amebiasis,TEHAMA,2018,,
Amebiasis,TRINITY,2001,0,0
Amebiasis,TRINITY,2002,0,0
Amebiasis,TRINITY,2003,0,0
Amebiasis,TRINITY,2004,0,0
Amebiasis,TRINITY,2005,0,0
Amebiasis,TRINITY,2006,0,0
Amebiasis,TRINITY,2007,0,0
Amebiasis,TRINITY,2008,0,0
Amebiasis,TRINITY,2009,0,0
Amebiasis,TRINITY,2010,0,0
Amebiasis,TRINITY,2011,0,0
Amebiasis,TRINITY,2012,0,0
Amebiasis,TRINITY,2013,0,0
Amebiasis,TRINITY,2014,0,0
Amebiasis,TRINITY,2015,0,0
Amebiasis,TRINITY,2016,0,0
Amebiasis,TRINITY,2017,0,0
Amebiasis,TRINITY,2018,0,0
Amebiasis,TULARE,2001,1,1
Amebiasis,TULARE,2002,0,0
Amebiasis,TULARE,2003,0,0
Amebiasis,TULARE,2004,0,0
Amebiasis,TULARE,2005,1,0
Amebiasis,TULARE,2006,2,2
Amebiasis,TULARE,2007,2,2
Amebiasis,TULARE,2008,0,2
Amebiasis,TULARE,2009,5,0
Amebiasis,TULARE,2010,1,1
Amebiasis,TULARE,2011,0,0
Amebiasis,TULARE,2012,0,1
Amebiasis,TULARE,2013,0,0
Amebiasis,TULARE,2014,0,0
Amebiasis,TULARE,2015,0,0
Amebiasis,TULARE,2016,0,0
Amebiasis,TULARE,2017,0,0
Amebiasis,TULARE,2018,1,0
Amebiasis,TUOLUMNE,2001,0,0
Amebiasis,TUOLUMNE,2002,0,0
Amebiasis,TUOLUMNE,2003,0,0
Amebiasis,TUOLUMNE,2004,0,0
Amebiasis,TUOLUMNE,2005,0,0
Amebiasis,TUOLUMNE,2006,0,0
Amebiasis,TUOLUMNE,2007,0,0
Amebiasis,TUOLUMNE,2008,0,0
Amebiasis,TUOLUMNE,2009,0,0
Amebiasis,TUOLUMNE,2010,0,0
Amebiasis,TUOLUMNE,2011,0,0
Amebiasis,TUOLUMNE,2012,0,0
Amebiasis,TUOLUMNE,2013,0,0
Amebiasis,TUOLUMNE,2014,0,0
Amebiasis,TUOLUMNE,2015,0,0
Amebiasis,TUOLUMNE,2016,0,0
Amebiasis,TUOLUMNE,2017,,
Amebiasis,TUOLUMNE,2018,0,0
Amebiasis,VENTURA,2001,2,3
Amebiasis,VENTURA,2002,4,3
Amebiasis,VENTURA,2003,4,0
Amebiasis,VENTURA,2004,0,0
Amebiasis,VENTURA,2005,4,1
Amebiasis,VENTURA,2006,2,4
Amebiasis,VENTURA,2007,4,3
Amebiasis,VENTURA,2008,2,1
Amebiasis,VENTURA,2009,4,0
Amebiasis,VENTURA,2010,1,0
Amebiasis,VENTURA,2011,3,0
Amebiasis,VENTURA,2012,3,2
Amebiasis,VENTURA,2013,4,3
Amebiasis,VENTURA,2014,5,3
Amebiasis,VENTURA,2015,5,0
Amebiasis,VENTURA,2016,3,1
Amebiasis,VENTURA,2017,5,2
Amebiasis,VENTURA,2018,3,3
Amebiasis,YOLO,2001,2,2
Amebiasis,YOLO,2002,2,0
Amebiasis,YOLO,2003,0,2
Amebiasis,YOLO,2004,0,0
Amebiasis,YOLO,2005,0,0
Amebiasis,YOLO,2006,2,0
Amebiasis,YOLO,2007,2,1
Amebiasis,YOLO,2008,0,0
Amebiasis,YOLO,2009,1,0
Amebiasis,YOLO,2010,0,0
Amebiasis,YOLO,2011,0,0
Amebiasis,YOLO,2012,3,0
Amebiasis,YOLO,2013,1,0
Amebiasis,YOLO,2014,1,0
Amebiasis,YOLO,2015,1,1
Amebiasis,YOLO,2016,1,1
Amebiasis,YOLO,2017,3,2
Amebiasis,YOLO,2018,5,2
Amebiasis,YUBA,2001,,
Amebiasis,YUBA,2002,,
Amebiasis,YUBA,2003,0,0
Amebiasis,YUBA,2004,0,0
Amebiasis,YUBA,2005,0,0
Amebiasis,YUBA,2006,0,0
Amebiasis,YUBA,2007,0,0
Amebiasis,YUBA,2008,0,0
Amebiasis,YUBA,2009,0,0
Amebiasis,YUBA,2010,,
Amebiasis,YUBA,2011,0,0
Amebiasis,YUBA,2012,0,0
Amebiasis,YUBA,2013,,
Amebiasis,YUBA,2014,,
Amebiasis,YUBA,2015,,
Amebiasis,YUBA,2016,0,0
Amebiasis,YUBA,2017,,
Amebiasis,YUBA,2018,0,0
Anaplasmosis,ALAMEDA,2011,0,0
Anaplasmosis,ALAMEDA,2012,0,0
Anaplasmosis,ALAMEDA,2013,0,0
Anaplasmosis,ALAMEDA,2014,0,0
Anaplasmosis,ALAMEDA,2015,0,0
Anaplasmosis,ALAMEDA,2016,0,1
Anaplasmosis,ALAMEDA,2017,1,0
Anaplasmosis,ALAMEDA,2018,0,0
Anaplasmosis,ALPINE,2011,0,0
Anaplasmosis,ALPINE,2012,0,0
Anaplasmosis,ALPINE,2013,0,0
Anaplasmosis,ALPINE,2014,0,0
Anaplasmosis,ALPINE,2015,0,0
Anaplasmosis,ALPINE,2016,0,0
Anaplasmosis,ALPINE,2017,0,0
Anaplasmosis,ALPINE,2018,0,0
Anaplasmosis,AMADOR,2011,0,0
Anaplasmosis,AMADOR,2012,0,0
Anaplasmosis,AMADOR,2013,0,0
Anaplasmosis,AMADOR,2014,0,0
Anaplasmosis,AMADOR,2015,0,0
Anaplasmosis,AMADOR,2016,0,0
Anaplasmosis,AMADOR,2017,0,0
Anaplasmosis,AMADOR,2018,0,0
Anaplasmosis,BUTTE,2011,0,0
Anaplasmosis,BUTTE,2012,0,0
Anaplasmosis,BUTTE,2013,0,0
Anaplasmosis,BUTTE,2014,0,0
Anaplasmosis,BUTTE,2015,0,0
Anaplasmosis,BUTTE,2016,0,0
Anaplasmosis,BUTTE,2017,0,0
Anaplasmosis,BUTTE,2018,0,0
Anaplasmosis,CALAVERAS,2011,0,0
Anaplasmosis,CALAVERAS,2012,0,0
Anaplasmosis,CALAVERAS,2013,0,0
Anaplasmosis,CALAVERAS,2014,0,0
Anaplasmosis,CALAVERAS,2015,0,0
Anaplasmosis,CALAVERAS,2016,0,0
Anaplasmosis,CALAVERAS,2017,0,0
Anaplasmosis,CALAVERAS,2018,0,0
Anaplasmosis,COLUSA,2011,0,0
Anaplasmosis,COLUSA,2012,0,0
Anaplasmosis,COLUSA,2013,0,0
Anaplasmosis,COLUSA,2014,0,0
Anaplasmosis,COLUSA,2015,0,0
Anaplasmosis,COLUSA,2016,0,0
Anaplasmosis,COLUSA,2017,0,0
Anaplasmosis,COLUSA,2018,0,0
Anaplasmosis,CONTRA COSTA,2011,0,0
Anaplasmosis,CONTRA COSTA,2012,0,0
Anaplasmosis,CONTRA COSTA,2013,0,0
Anaplasmosis,CONTRA COSTA,2014,0,0
Anaplasmosis,CONTRA COSTA,2015,0,1
Anaplasmosis,CONTRA COSTA,2016,0,0
Anaplasmosis,CONTRA COSTA,2017,0,0
Anaplasmosis,CONTRA COSTA,2018,0,0
Anaplasmosis,DEL NORTE,2011,0,0
Anaplasmosis,DEL NORTE,2012,0,0
Anaplasmosis,DEL NORTE,2013,0,0
Anaplasmosis,DEL NORTE,2014,0,0
Anaplasmosis,DEL NORTE,2015,0,0
Anaplasmosis,DEL NORTE,2016,0,0
Anaplasmosis,DEL NORTE,2017,0,0
Anaplasmosis,DEL NORTE,2018,0,0
Anaplasmosis,EL DORADO,2011,0,0
Anaplasmosis,EL DORADO,2012,0,0
Anaplasmosis,EL DORADO,2013,0,0
Anaplasmosis,EL DORADO,2014,0,0
Anaplasmosis,EL DORADO,2015,0,0
Anaplasmosis,EL DORADO,2016,0,0
Anaplasmosis,EL DORADO,2017,0,0
Anaplasmosis,EL DORADO,2018,0,0
Anaplasmosis,FRESNO,2011,0,0
Anaplasmosis,FRESNO,2012,0,0
Anaplasmosis,FRESNO,2013,1,0
Anaplasmosis,FRESNO,2014,0,0
Anaplasmosis,FRESNO,2015,0,0
Anaplasmosis,FRESNO,2016,0,0
Anaplasmosis,FRESNO,2017,0,0
Anaplasmosis,FRESNO,2018,0,0
Anaplasmosis,GLENN,2011,0,0
Anaplasmosis,GLENN,2012,0,0
Anaplasmosis,GLENN,2013,0,0
Anaplasmosis,GLENN,2014,0,0
Anaplasmosis,GLENN,2015,0,0
Anaplasmosis,GLENN,2016,0,0
Anaplasmosis,GLENN,2017,0,0
Anaplasmosis,GLENN,2018,0,0
Anaplasmosis,HUMBOLDT,2011,0,0
Anaplasmosis,HUMBOLDT,2012,0,0
Anaplasmosis,HUMBOLDT,2013,0,0
Anaplasmosis,HUMBOLDT,2014,1,0
Anaplasmosis,HUMBOLDT,2015,0,0
Anaplasmosis,HUMBOLDT,2016,0,0
Anaplasmosis,HUMBOLDT,2017,0,1
Anaplasmosis,HUMBOLDT,2018,0,0
Anaplasmosis,IMPERIAL,2011,0,0
Anaplasmosis,IMPERIAL,2012,0,0
Anaplasmosis,IMPERIAL,2013,0,0
Anaplasmosis,IMPERIAL,2014,0,0
Anaplasmosis,IMPERIAL,2015,0,0
Anaplasmosis,IMPERIAL,2016,0,0
Anaplasmosis,IMPERIAL,2017,0,0
Anaplasmosis,IMPERIAL,2018,0,0
Anaplasmosis,INYO,2011,0,0
Anaplasmosis,INYO,2012,0,0
Anaplasmosis,INYO,2013,0,0
Anaplasmosis,INYO,2014,0,0
Anaplasmosis,INYO,2015,0,0
Anaplasmosis,INYO,2016,0,0
Anaplasmosis,INYO,2017,0,0
Anaplasmosis,INYO,2018,0,0
Anaplasmosis,KERN,2011,0,0
Anaplasmosis,KERN,2012,0,0
Anaplasmosis,KERN,2013,0,0
Anaplasmosis,KERN,2014,0,0
Anaplasmosis,KERN,2015,0,0
Anaplasmosis,KERN,2016,0,1
Anaplasmosis,KERN,2017,0,0
Anaplasmosis,KERN,2018,0,0
Anaplasmosis,KINGS,2011,0,0
Anaplasmosis,KINGS,2012,0,0
Anaplasmosis,KINGS,2013,0,0
Anaplasmosis,KINGS,2014,0,0
Anaplasmosis,KINGS,2015,0,0
Anaplasmosis,KINGS,2016,0,0
Anaplasmosis,KINGS,2017,0,0
Anaplasmosis,KINGS,2018,0,0
Anaplasmosis,LAKE,2011,0,0
Anaplasmosis,LAKE,2012,0,0
Anaplasmosis,LAKE,2013,0,0
Anaplasmosis,LAKE,2014,0,0
Anaplasmosis,LAKE,2015,0,0
Anaplasmosis,LAKE,2016,0,0
Anaplasmosis,LAKE,2017,0,0
Anaplasmosis,LAKE,2018,0,0
Anaplasmosis,LASSEN,2011,0,0
Anaplasmosis,LASSEN,2012,0,0
Anaplasmosis,LASSEN,2013,0,0
Anaplasmosis,LASSEN,2014,0,0
Anaplasmosis,LASSEN,2015,,
Anaplasmosis,LASSEN,2016,0,0
Anaplasmosis,LASSEN,2017,0,0
Anaplasmosis,LASSEN,2018,0,0
Anaplasmosis,LOS ANGELES,2011,0,0
Anaplasmosis,LOS ANGELES,2012,0,0
Anaplasmosis,LOS ANGELES,2013,0,0
Anaplasmosis,LOS ANGELES,2014,0,0
Anaplasmosis,LOS ANGELES,2015,0,0
Anaplasmosis,LOS ANGELES,2016,0,0
Anaplasmosis,LOS ANGELES,2017,0,0
Anaplasmosis,LOS ANGELES,2018,2,0
Anaplasmosis,MADERA,2011,0,0
Anaplasmosis,MADERA,2012,0,0
Anaplasmosis,MADERA,2013,0,0
Anaplasmosis,MADERA,2014,0,0
Anaplasmosis,MADERA,2015,0,0
Anaplasmosis,MADERA,2016,0,0
Anaplasmosis,MADERA,2017,0,0
Anaplasmosis,MADERA,2018,0,0
Anaplasmosis,MARIN,2011,0,0
Anaplasmosis,MARIN,2012,1,0
Anaplasmosis,MARIN,2013,0,0
Anaplasmosis,MARIN,2014,0,0
Anaplasmosis,MARIN,2015,0,0
Anaplasmosis,MARIN,2016,0,0
Anaplasmosis,MARIN,2017,1,1
Anaplasmosis,MARIN,2018,0,0
Anaplasmosis,MARIPOSA,2011,0,0
Anaplasmosis,MARIPOSA,2012,0,0
Anaplasmosis,MARIPOSA,2013,0,0
Anaplasmosis,MARIPOSA,2014,,
Anaplasmosis,MARIPOSA,2015,0,0
Anaplasmosis,MARIPOSA,2016,0,0
Anaplasmosis,MARIPOSA,2017,0,0
Anaplasmosis,MARIPOSA,2018,0,0
Anaplasmosis,MENDOCINO,2011,0,0
Anaplasmosis,MENDOCINO,2012,0,0
Anaplasmosis,MENDOCINO,2013,0,0
Anaplasmosis,MENDOCINO,2014,0,0
Anaplasmosis,MENDOCINO,2015,0,0
Anaplasmosis,MENDOCINO,2016,0,0
Anaplasmosis,MENDOCINO,2017,0,0
Anaplasmosis,MENDOCINO,2018,0,0
Anaplasmosis,MERCED,2011,0,0
Anaplasmosis,MERCED,2012,0,0
Anaplasmosis,MERCED,2013,0,0
Anaplasmosis,MERCED,2014,0,0
Anaplasmosis,MERCED,2015,0,0
Anaplasmosis,MERCED,2016,0,0
Anaplasmosis,MERCED,2017,0,0
Anaplasmosis,MERCED,2018,0,0
Anaplasmosis,MODOC,2011,0,0
Anaplasmosis,MODOC,2012,0,0
Anaplasmosis,MODOC,2013,0,0
Anaplasmosis,MODOC,2014,0,0
Anaplasmosis,MODOC,2015,0,0
Anaplasmosis,MODOC,2016,0,0
Anaplasmosis,MODOC,2017,0,0
Anaplasmosis,MODOC,2018,0,0
Anaplasmosis,MONO,2011,0,0
Anaplasmosis,MONO,2012,0,0
Anaplasmosis,MONO,2013,0,0
Anaplasmosis,MONO,2014,0,0
Anaplasmosis,MONO,2015,0,0
Anaplasmosis,MONO,2016,0,0
Anaplasmosis,MONO,2017,0,0
Anaplasmosis,MONO,2018,0,0
Anaplasmosis,MONTEREY,2011,0,0
Anaplasmosis,MONTEREY,2012,0,0
Anaplasmosis,MONTEREY,2013,0,0
Anaplasmosis,MONTEREY,2014,0,0
Anaplasmosis,MONTEREY,2015,0,0
Anaplasmosis,MONTEREY,2016,0,0
Anaplasmosis,MONTEREY,2017,0,0
Anaplasmosis,MONTEREY,2018,0,0
Anaplasmosis,NAPA,2011,0,0
Anaplasmosis,NAPA,2012,0,0
Anaplasmosis,NAPA,2013,0,0
Anaplasmosis,NAPA,2014,0,0
Anaplasmosis,NAPA,2015,0,0
Anaplasmosis,NAPA,2016,0,0
Anaplasmosis,NAPA,2017,0,1
Anaplasmosis,NAPA,2018,0,0
Anaplasmosis,NEVADA,2011,0,0
Anaplasmosis,NEVADA,2012,0,0
Anaplasmosis,NEVADA,2013,0,0
Anaplasmosis,NEVADA,2014,0,0
Anaplasmosis,NEVADA,2015,0,0
Anaplasmosis,NEVADA,2016,0,0
Anaplasmosis,NEVADA,2017,0,0
Anaplasmosis,NEVADA,2018,0,0
Anaplasmosis,ORANGE,2011,0,0
Anaplasmosis,ORANGE,2012,0,0
Anaplasmosis,ORANGE,2013,0,0
Anaplasmosis,ORANGE,2014,0,0
Anaplasmosis,ORANGE,2015,0,0
Anaplasmosis,ORANGE,2016,0,0
Anaplasmosis,ORANGE,2017,0,0
Anaplasmosis,ORANGE,2018,1,0
Anaplasmosis,PLACER,2011,0,0
Anaplasmosis,PLACER,2012,0,0
Anaplasmosis,PLACER,2013,0,0
Anaplasmosis,PLACER,2014,0,0
Anaplasmosis,PLACER,2015,0,0
Anaplasmosis,PLACER,2016,0,0
Anaplasmosis,PLACER,2017,0,0
Anaplasmosis,PLACER,2018,0,0
Anaplasmosis,PLUMAS,2011,0,0
Anaplasmosis,PLUMAS,2012,0,0
Anaplasmosis,PLUMAS,2013,0,0
Anaplasmosis,PLUMAS,2014,0,0
Anaplasmosis,PLUMAS,2015,0,0
Anaplasmosis,PLUMAS,2016,0,0
Anaplasmosis,PLUMAS,2017,0,0
Anaplasmosis,PLUMAS,2018,0,0
Anaplasmosis,RIVERSIDE,2011,0,0
Anaplasmosis,RIVERSIDE,2012,0,0
Anaplasmosis,RIVERSIDE,2013,0,0
Anaplasmosis,RIVERSIDE,2014,0,0
Anaplasmosis,RIVERSIDE,2015,0,0
Anaplasmosis,RIVERSIDE,2016,0,0
Anaplasmosis,RIVERSIDE,2017,0,0
Anaplasmosis,RIVERSIDE,2018,0,0
Anaplasmosis,SACRAMENTO,2011,1,0
